date,site,region,pm25_ugm3
2020-01-17,Central School,Taranaki,2.33
2020-01-17,Claudelands,Waikato,3.02222
2020-01-17,Geraldine,Canterbury,6.075
2020-01-17,Gisborne Boys' High School,Gisborne,6.418
2020-01-17,Hampstead,Canterbury,5.488
2020-01-17,Kaiapoi,Canterbury,3.663
2020-01-17,Mount Maunganui at Totara St,Bay of Plenty,2.937
2020-01-17,Nelson at St Vincent St,Nelson,3.5
2020-01-17,Patumahoe,Auckland,4.8
2020-01-17,Plunket AQ,Tasman,1.9
2020-01-17,Queen Street,Auckland,3.2
2020-01-17,Rangiora,Canterbury,2.983
2020-01-17,Reefton AQ at School Pool,West Coast,2.01
2020-01-17,Rotorua at Edmund Rd,Bay of Plenty,3.393
2020-01-17,St Albans,Canterbury,3.129
2020-01-17,St Johns,Hawke's Bay,2.9
2020-01-17,Takapuna,Auckland,2.2
2020-01-17,Waimate Kennedy,Canterbury,3.913
2020-01-17,Wainuiomata (Moohan Street),Wellington,3.674
2020-01-17,Waitomo District Council,Waikato,3.09028
2020-01-17,Washdyke Alpine,Canterbury,4.85
2020-01-17,Wellington Central (Willis Street),Wellington,4.178
2020-01-17,Whangārei Air Shed at Robert Street,Northland,7.09
2020-01-17,Winton at Essex Street,Southland,0.0
2020-01-17,Woolston,Canterbury,1.888
2020-01-18,Anzac Square,Canterbury,3.146
2020-01-18,Billah Street,Waikato,2.64188
2020-01-18,Blenheim Bowling Club,Marlborough,3.95
2020-01-18,Central School,Taranaki,2.54
2020-01-18,Claudelands,Waikato,4.53472
2020-01-18,Geraldine,Canterbury,4.387
2020-01-18,Gisborne Boys' High School,Gisborne,4.835
2020-01-18,Hampstead,Canterbury,5.992
2020-01-18,Kaiapoi,Canterbury,3.288
2020-01-18,Mount Maunganui at Totara St,Bay of Plenty,6.389
2020-01-18,Nelson at St Vincent St,Nelson,4.2
2020-01-18,Patumahoe,Auckland,6.4
2020-01-18,Penrose,Auckland,10.5
2020-01-18,Plunket AQ,Tasman,4.5
2020-01-18,Queen Street,Auckland,5.2
2020-01-18,Rangiora,Canterbury,3.746
2020-01-18,Reefton AQ at School Pool,West Coast,0.56
2020-01-18,Rotorua at Edmund Rd,Bay of Plenty,3.103
2020-01-18,St Albans,Canterbury,3.896
2020-01-18,St Johns,Hawke's Bay,2.4
2020-01-18,Takapuna,Auckland,4.7
2020-01-18,Waimate Kennedy,Canterbury,3.596
2020-01-18,Wainuiomata (Moohan Street),Wellington,2.432
2020-01-18,Waitomo District Council,Waikato,4.45903
2020-01-18,Washdyke Alpine,Canterbury,4.213
2020-01-18,Wellington Central (Willis Street),Wellington,3.369
2020-01-18,Whangārei Air Shed at Robert Street,Northland,6.55
2020-01-18,Winton at Essex Street,Southland,5.4
2020-01-18,Woolston,Canterbury,3.05
2020-01-19,Anzac Square,Canterbury,2.583
2020-01-19,Billah Street,Waikato,1.99833
2020-01-19,Blenheim Bowling Club,Marlborough,2.97
2020-01-19,Central School,Taranaki,1.5
2020-01-19,Claudelands,Waikato,2.41458
2020-01-19,Geraldine,Canterbury,4.453
2020-01-19,Gisborne Boys' High School,Gisborne,5.166
2020-01-19,Hampstead,Canterbury,4.733
2020-01-19,Kaiapoi,Canterbury,2.746
2020-01-19,Mount Maunganui at Totara St,Bay of Plenty,2.998
2020-01-19,Nelson at St Vincent St,Nelson,4.0
2020-01-19,Patumahoe,Auckland,2.8
2020-01-19,Penrose,Auckland,10.2
2020-01-19,Plunket AQ,Tasman,3.6
2020-01-19,Queen Street,Auckland,4.4
2020-01-19,Rangiora,Canterbury,2.842
2020-01-19,Reefton AQ at School Pool,West Coast,1.11
2020-01-19,Rotorua at Edmund Rd,Bay of Plenty,1.471
2020-01-19,St Albans,Canterbury,2.592
2020-01-19,St Johns,Hawke's Bay,1.5
2020-01-19,Takapuna,Auckland,3.8
2020-01-19,Waimate Kennedy,Canterbury,3.833
2020-01-19,Wainuiomata (Moohan Street),Wellington,2.457
2020-01-19,Waitomo District Council,Waikato,2.34306
2020-01-19,Washdyke Alpine,Canterbury,4.883
2020-01-19,Wellington Central (Willis Street),Wellington,2.113
2020-01-19,Whangārei Air Shed at Robert Street,Northland,6.46
2020-01-19,Winton at Essex Street,Southland,3.69
2020-01-19,Woolston,Canterbury,1.029
2020-01-20,Anzac Square,Canterbury,3.188
2020-01-20,Billah Street,Waikato,3.11667
2020-01-20,Blenheim Bowling Club,Marlborough,2.68
2020-01-20,Central School,Taranaki,3.88
2020-01-20,Claudelands,Waikato,3.65069
2020-01-20,Geraldine,Canterbury,8.366
2020-01-20,Gisborne Boys' High School,Gisborne,7.422
2020-01-20,Hampstead,Canterbury,5.683
2020-01-20,Kaiapoi,Canterbury,0.967
2020-01-20,Mount Maunganui at Totara St,Bay of Plenty,7.58
2020-01-20,Nelson at St Vincent St,Nelson,5.5
2020-01-20,Patumahoe,Auckland,3.7
2020-01-20,Plunket AQ,Tasman,3.8
2020-01-20,Queen Street,Auckland,6.7
2020-01-20,Rangiora,Canterbury,2.196
2020-01-20,Reefton AQ at School Pool,West Coast,1.14
2020-01-20,Rotorua at Edmund Rd,Bay of Plenty,3.506
2020-01-20,St Albans,Canterbury,2.042
2020-01-20,St Johns,Hawke's Bay,3.8
2020-01-20,Takapuna,Auckland,5.4
2020-01-20,Waimate Kennedy,Canterbury,4.042
2020-01-20,Wainuiomata (Moohan Street),Wellington,3.902
2020-01-20,Waitomo District Council,Waikato,3.38264
2020-01-20,Washdyke Alpine,Canterbury,3.633
2020-01-20,Wellington Central (Willis Street),Wellington,3.359
2020-01-20,Whangārei Air Shed at Robert Street,Northland,7.58
2020-01-20,Winton at Essex Street,Southland,2.27
2020-01-20,Woolston,Canterbury,0.913
2020-01-21,Awatoto AQ,Hawke's Bay,8.9
2020-01-21,Billah Street,Waikato,10.05104
2020-01-21,Blenheim Bowling Club,Marlborough,4.79
2020-01-21,Central School,Taranaki,3.38
2020-01-21,Claudelands,Waikato,6.04306
2020-01-21,Geraldine,Canterbury,4.152
2020-01-21,Gisborne Boys' High School,Gisborne,3.864
2020-01-21,Hampstead,Canterbury,3.904
2020-01-21,Kaiapoi,Canterbury,3.238
2020-01-21,Mount Maunganui at Totara St,Bay of Plenty,10.155
2020-01-21,Nelson at St Vincent St,Nelson,4.2
2020-01-21,Patumahoe,Auckland,4.5
2020-01-21,Penrose,Auckland,6.6
2020-01-21,Plunket AQ,Tasman,6.1
2020-01-21,Queen Street,Auckland,5.5
2020-01-21,Rangiora,Canterbury,2.938
2020-01-21,Reefton AQ at School Pool,West Coast,1.36
2020-01-21,Rotorua at Edmund Rd,Bay of Plenty,8.199
2020-01-21,St Albans,Canterbury,3.763
2020-01-21,St Johns,Hawke's Bay,1.7
2020-01-21,Takapuna,Auckland,4.6
2020-01-21,Waimate Kennedy,Canterbury,3.03
2020-01-21,Wainuiomata (Moohan Street),Wellington,5.464
2020-01-21,Waitomo District Council,Waikato,4.79028
2020-01-21,Washdyke Alpine,Canterbury,5.9
2020-01-21,Wellington Central (Willis Street),Wellington,6.398
2020-01-21,Whangārei Air Shed at Robert Street,Northland,8.12
2020-01-21,Woolston,Canterbury,2.513
2020-01-22,Anzac Square,Canterbury,3.954
2020-01-22,Awatoto AQ,Hawke's Bay,12.9
2020-01-22,Billah Street,Waikato,7.04639
2020-01-22,Blenheim Bowling Club,Marlborough,5.49
2020-01-22,Central School,Taranaki,3.79
2020-01-22,Claudelands,Waikato,4.87431
2020-01-22,Geraldine,Canterbury,5.082
2020-01-22,Gisborne Boys' High School,Gisborne,7.853
2020-01-22,Hampstead,Canterbury,7.896
2020-01-22,Kaiapoi,Canterbury,5.87
2020-01-22,Masterton West (Pownall Street),Wellington,2.022
2020-01-22,Mount Maunganui at Totara St,Bay of Plenty,9.858
2020-01-22,Nelson at St Vincent St,Nelson,6.5
2020-01-22,Patumahoe,Auckland,2.8
2020-01-22,Plunket AQ,Tasman,4.9
2020-01-22,Queen Street,Auckland,4.0
2020-01-22,Rangiora,Canterbury,6.025
2020-01-22,Reefton AQ at School Pool,West Coast,1.39
2020-01-22,Rotorua at Edmund Rd,Bay of Plenty,8.208
2020-01-22,St Albans,Canterbury,7.317
2020-01-22,St Johns,Hawke's Bay,5.4
2020-01-22,Takapuna,Auckland,3.0
2020-01-22,Waimate Kennedy,Canterbury,4.983
2020-01-22,Wainuiomata (Moohan Street),Wellington,4.012
2020-01-22,Waitomo District Council,Waikato,3.97292
2020-01-22,Washdyke Alpine,Canterbury,7.396
2020-01-22,Wellington Central (Willis Street),Wellington,5.444
2020-01-22,Whangārei Air Shed at Robert Street,Northland,3.87
2020-01-22,Winton at Essex Street,Southland,0.0
2020-01-22,Woolston,Canterbury,6.492
2020-01-23,Anzac Square,Canterbury,5.263
2020-01-23,Awatoto AQ,Hawke's Bay,8.9
2020-01-23,Billah Street,Waikato,5.86625
2020-01-23,Blenheim Bowling Club,Marlborough,9.16
2020-01-23,Central School,Taranaki,1.79
2020-01-23,Claudelands,Waikato,3.91944
2020-01-23,Geraldine,Canterbury,5.474
2020-01-23,Gisborne Boys' High School,Gisborne,11.706
2020-01-23,Hampstead,Canterbury,8.567
2020-01-23,Kaiapoi,Canterbury,7.267
2020-01-23,Masterton West (Pownall Street),Wellington,3.585
2020-01-23,Mount Maunganui at Totara St,Bay of Plenty,7.961
2020-01-23,Nelson at St Vincent St,Nelson,6.5
2020-01-23,Penrose,Auckland,9.4
2020-01-23,Plunket AQ,Tasman,7.5
2020-01-23,Queen Street,Auckland,4.0
2020-01-23,Rangiora,Canterbury,7.25
2020-01-23,Reefton AQ at School Pool,West Coast,1.19
2020-01-23,Rotorua at Edmund Rd,Bay of Plenty,4.95
2020-01-23,St Albans,Canterbury,9.029
2020-01-23,St Johns,Hawke's Bay,6.7
2020-01-23,Takapuna,Auckland,3.3
2020-01-23,Waimate Kennedy,Canterbury,4.638
2020-01-23,Wainuiomata (Moohan Street),Wellington,4.203
2020-01-23,Waitomo District Council,Waikato,3.62014
2020-01-23,Washdyke Alpine,Canterbury,6.929
2020-01-23,Wellington Central (Willis Street),Wellington,5.288
2020-01-23,Whangārei Air Shed at Robert Street,Northland,2.36
2020-01-23,Winton at Essex Street,Southland,5.06
2020-01-23,Woolston,Canterbury,8.529
2020-01-24,Anzac Square,Canterbury,4.792
2020-01-24,Awatoto AQ,Hawke's Bay,7.0
2020-01-24,Billah Street,Waikato,4.67931
2020-01-24,Blenheim Bowling Club,Marlborough,7.25
2020-01-24,Central School,Taranaki,2.71
2020-01-24,Claudelands,Waikato,4.80833
2020-01-24,Geraldine,Canterbury,7.079
2020-01-24,Gisborne Boys' High School,Gisborne,9.249
2020-01-24,Hampstead,Canterbury,7.642
2020-01-24,Kaiapoi,Canterbury,6.563
2020-01-24,Masterton West (Pownall Street),Wellington,4.714
2020-01-24,Mount Maunganui at Totara St,Bay of Plenty,6.061
2020-01-24,Nelson at St Vincent St,Nelson,5.7
2020-01-24,Patumahoe,Auckland,5.0
2020-01-24,Penrose,Auckland,5.9
2020-01-24,Plunket AQ,Tasman,5.9
2020-01-24,Queen Street,Auckland,5.8
2020-01-24,Rangiora,Canterbury,5.821
2020-01-24,Reefton AQ at School Pool,West Coast,1.84
2020-01-24,Rotorua at Edmund Rd,Bay of Plenty,6.963
2020-01-24,St Albans,Canterbury,6.104
2020-01-24,St Johns,Hawke's Bay,5.6
2020-01-24,Takapuna,Auckland,4.8
2020-01-24,Waimate Kennedy,Canterbury,6.133
2020-01-24,Wainuiomata (Moohan Street),Wellington,3.953
2020-01-24,Waitomo District Council,Waikato,3.66806
2020-01-24,Washdyke Alpine,Canterbury,9.213
2020-01-24,Wellington Central (Willis Street),Wellington,5.696
2020-01-24,Whangārei Air Shed at Robert Street,Northland,7.09
2020-01-24,Winton at Essex Street,Southland,0.0
2020-01-24,Woolston,Canterbury,4.275
2020-01-25,Anzac Square,Canterbury,7.583
2020-01-25,Awatoto AQ,Hawke's Bay,9.9
2020-01-25,Billah Street,Waikato,5.17431
2020-01-25,Blenheim Bowling Club,Marlborough,8.59
2020-01-25,Central School,Taranaki,2.92
2020-01-25,Claudelands,Waikato,5.70486
2020-01-25,Geraldine,Canterbury,9.007
2020-01-25,Gisborne Boys' High School,Gisborne,8.375
2020-01-25,Hampstead,Canterbury,8.767
2020-01-25,Kaiapoi,Canterbury,6.942
2020-01-25,Masterton West (Pownall Street),Wellington,4.357
2020-01-25,Mount Maunganui at Totara St,Bay of Plenty,6.867
2020-01-25,Nelson at St Vincent St,Nelson,7.1
2020-01-25,Patumahoe,Auckland,3.9
2020-01-25,Penrose,Auckland,7.7
2020-01-25,Plunket AQ,Tasman,7.4
2020-01-25,Queen Street,Auckland,5.3
2020-01-25,Rangiora,Canterbury,7.092
2020-01-25,Reefton AQ at School Pool,West Coast,1.81
2020-01-25,Rotorua at Edmund Rd,Bay of Plenty,5.538
2020-01-25,St Albans,Canterbury,8.946
2020-01-25,St Johns,Hawke's Bay,9.5
2020-01-25,Takapuna,Auckland,4.9
2020-01-25,Waimate Kennedy,Canterbury,6.492
2020-01-25,Wainuiomata (Moohan Street),Wellington,5.797
2020-01-25,Waitomo District Council,Waikato,4.22708
2020-01-25,Washdyke Alpine,Canterbury,11.817
2020-01-25,Wellington Central (Willis Street),Wellington,5.783
2020-01-25,Whangārei Air Shed at Robert Street,Northland,8.17
2020-01-25,Winton at Essex Street,Southland,6.8
2020-01-25,Woolston,Canterbury,7.763
2020-01-26,Anzac Square,Canterbury,3.175
2020-01-26,Awatoto AQ,Hawke's Bay,10.0
2020-01-26,Billah Street,Waikato,5.66653
2020-01-26,Blenheim Bowling Club,Marlborough,9.54
2020-01-26,Central School,Taranaki,2.96
2020-01-26,Claudelands,Waikato,5.21597
2020-01-26,Geraldine,Canterbury,5.404
2020-01-26,Gisborne Boys' High School,Gisborne,11.514
2020-01-26,Hampstead,Canterbury,6.004
2020-01-26,Kaiapoi,Canterbury,6.104
2020-01-26,Masterton West (Pownall Street),Wellington,3.487
2020-01-26,Mount Maunganui at Totara St,Bay of Plenty,4.712
2020-01-26,Nelson at St Vincent St,Nelson,8.3
2020-01-26,Patumahoe,Auckland,3.0
2020-01-26,Penrose,Auckland,6.6
2020-01-26,Plunket AQ,Tasman,11.3
2020-01-26,Queen Street,Auckland,5.0
2020-01-26,Rangiora,Canterbury,6.908
2020-01-26,Reefton AQ at School Pool,West Coast,2.16
2020-01-26,Rotorua at Edmund Rd,Bay of Plenty,7.296
2020-01-26,St Albans,Canterbury,6.608
2020-01-26,St Johns,Hawke's Bay,8.7
2020-01-26,Takapuna,Auckland,4.6
2020-01-26,Waimate Kennedy,Canterbury,3.225
2020-01-26,Wainuiomata (Moohan Street),Wellington,4.332
2020-01-26,Waitomo District Council,Waikato,4.28958
2020-01-26,Washdyke Alpine,Canterbury,5.267
2020-01-26,Wellington Central (Willis Street),Wellington,4.559
2020-01-26,Whangārei Air Shed at Robert Street,Northland,6.49
2020-01-26,Winton at Essex Street,Southland,5.26
2020-01-26,Woolston,Canterbury,4.717
2020-01-27,Anzac Square,Canterbury,3.192
2020-01-27,Awatoto AQ,Hawke's Bay,13.5
2020-01-27,Billah Street,Waikato,6.21132
2020-01-27,Blenheim Bowling Club,Marlborough,8.11
2020-01-27,Central School,Taranaki,2.33
2020-01-27,Claudelands,Waikato,5.33333
2020-01-27,Geraldine,Canterbury,4.947
2020-01-27,Gisborne Boys' High School,Gisborne,15.798
2020-01-27,Hampstead,Canterbury,5.288
2020-01-27,Kaiapoi,Canterbury,5.218
2020-01-27,Masterton West (Pownall Street),Wellington,2.617
2020-01-27,Mount Maunganui at Totara St,Bay of Plenty,4.998
2020-01-27,Nelson at St Vincent St,Nelson,9.8
2020-01-27,Patumahoe,Auckland,3.2
2020-01-27,Penrose,Auckland,6.6
2020-01-27,Plunket AQ,Tasman,9.4
2020-01-27,Queen Street,Auckland,5.2
2020-01-27,Rangiora,Canterbury,6.846
2020-01-27,Reefton AQ at School Pool,West Coast,1.28
2020-01-27,Rotorua at Edmund Rd,Bay of Plenty,6.862
2020-01-27,St Albans,Canterbury,7.4
2020-01-27,St Johns,Hawke's Bay,11.7
2020-01-27,Takapuna,Auckland,4.8
2020-01-27,Waimate Kennedy,Canterbury,6.138
2020-01-27,Wainuiomata (Moohan Street),Wellington,3.033
2020-01-27,Waitomo District Council,Waikato,4.30694
2020-01-27,Washdyke Alpine,Canterbury,6.229
2020-01-27,Wellington Central (Willis Street),Wellington,3.638
2020-01-27,Whangārei Air Shed at Robert Street,Northland,8.52
2020-01-27,Winton at Essex Street,Southland,5.44
2020-01-27,Woolston,Canterbury,5.771
2020-01-28,Anzac Square,Canterbury,3.504
2020-01-28,Awatoto AQ,Hawke's Bay,7.8
2020-01-28,Billah Street,Waikato,4.91944
2020-01-28,Blenheim Bowling Club,Marlborough,7.19
2020-01-28,Central School,Taranaki,3.58
2020-01-28,Claudelands,Waikato,4.58194
2020-01-28,Geraldine,Canterbury,4.31
2020-01-28,Gisborne Boys' High School,Gisborne,11.233
2020-01-28,Hampstead,Canterbury,4.996
2020-01-28,Kaiapoi,Canterbury,3.427
2020-01-28,Masterton West (Pownall Street),Wellington,5.299
2020-01-28,Mount Maunganui at Totara St,Bay of Plenty,10.489
2020-01-28,Nelson at St Vincent St,Nelson,6.7
2020-01-28,Patumahoe,Auckland,3.8
2020-01-28,Penrose,Auckland,6.2
2020-01-28,Plunket AQ,Tasman,8.2
2020-01-28,Queen Street,Auckland,5.7
2020-01-28,Rangiora,Canterbury,5.338
2020-01-28,Reefton AQ at School Pool,West Coast,6.54
2020-01-28,Rotorua at Edmund Rd,Bay of Plenty,4.578
2020-01-28,St Albans,Canterbury,5.129
2020-01-28,St Johns,Hawke's Bay,7.3
2020-01-28,Takapuna,Auckland,5.1
2020-01-28,Waimate Kennedy,Canterbury,4.092
2020-01-28,Wainuiomata (Moohan Street),Wellington,4.325
2020-01-28,Waitomo District Council,Waikato,4.22083
2020-01-28,Washdyke Alpine,Canterbury,4.513
2020-01-28,Wellington Central (Willis Street),Wellington,7.34
2020-01-28,Whangārei Air Shed at Robert Street,Northland,7.13
2020-01-28,Winton at Essex Street,Southland,6.74
2020-01-28,Woolston,Canterbury,3.808
2020-01-29,Anzac Square,Canterbury,8.796
2020-01-29,Awatoto AQ,Hawke's Bay,6.2
2020-01-29,Billah Street,Waikato,3.19438
2020-01-29,Blenheim Bowling Club,Marlborough,5.42
2020-01-29,Central School,Taranaki,3.04
2020-01-29,Claudelands,Waikato,4.69236
2020-01-29,Geraldine,Canterbury,7.927
2020-01-29,Gisborne Boys' High School,Gisborne,10.727
2020-01-29,Hampstead,Canterbury,8.271
2020-01-29,Kaiapoi,Canterbury,4.336
2020-01-29,Masterton West (Pownall Street),Wellington,4.636
2020-01-29,Mount Maunganui at Totara St,Bay of Plenty,7.523
2020-01-29,Nelson at St Vincent St,Nelson,4.5
2020-01-29,Patumahoe,Auckland,13.2
2020-01-29,Plunket AQ,Tasman,4.1
2020-01-29,Queen Street,Auckland,6.0
2020-01-29,Rangiora,Canterbury,4.967
2020-01-29,Reefton AQ at School Pool,West Coast,3.7
2020-01-29,Rotorua at Edmund Rd,Bay of Plenty,3.126
2020-01-29,St Albans,Canterbury,5.333
2020-01-29,St Johns,Hawke's Bay,7.1
2020-01-29,Takapuna,Auckland,5.4
2020-01-29,Waimate Kennedy,Canterbury,7.271
2020-01-29,Wainuiomata (Moohan Street),Wellington,7.76
2020-01-29,Waitomo District Council,Waikato,3.25694
2020-01-29,Washdyke Alpine,Canterbury,9.025
2020-01-29,Whangārei Air Shed at Robert Street,Northland,7.72
2020-01-29,Winton at Essex Street,Southland,7.29
2020-01-29,Woolston,Canterbury,5.129
2020-01-30,Anzac Square,Canterbury,6.3
2020-01-30,Awatoto AQ,Hawke's Bay,5.6
2020-01-30,Billah Street,Waikato,4.97826
2020-01-30,Blenheim Bowling Club,Marlborough,6.18
2020-01-30,Central School,Taranaki,4.21
2020-01-30,Claudelands,Waikato,5.48958
2020-01-30,Geraldine,Canterbury,6.919
2020-01-30,Gisborne Boys' High School,Gisborne,4.283
2020-01-30,Hampstead,Canterbury,7.867
2020-01-30,Kaiapoi,Canterbury,7.571
2020-01-30,Masterton West (Pownall Street),Wellington,4.136
2020-01-30,Mount Maunganui at Totara St,Bay of Plenty,5.688
2020-01-30,Nelson at St Vincent St,Nelson,4.3
2020-01-30,Patumahoe,Auckland,5.3
2020-01-30,Penrose,Auckland,7.6
2020-01-30,Plunket AQ,Tasman,1.6
2020-01-30,Queen Street,Auckland,6.2
2020-01-30,Rangiora,Canterbury,6.908
2020-01-30,Reefton AQ at School Pool,West Coast,1.29
2020-01-30,Rotorua at Edmund Rd,Bay of Plenty,3.685
2020-01-30,St Albans,Canterbury,6.977
2020-01-30,St Johns,Hawke's Bay,4.8
2020-01-30,Takapuna,Auckland,5.6
2020-01-30,Waimate Kennedy,Canterbury,6.129
2020-01-30,Wainuiomata (Moohan Street),Wellington,7.278
2020-01-30,Waitomo District Council,Waikato,4.625
2020-01-30,Washdyke Alpine,Canterbury,11.788
2020-01-30,Wellington Central (Willis Street),Wellington,8.775
2020-01-30,Whangārei Air Shed at Robert Street,Northland,8.2
2020-01-30,Winton at Essex Street,Southland,2.07
2020-01-30,Woolston,Canterbury,7.583
2020-01-31,Anzac Square,Canterbury,9.686
2020-01-31,Awatoto AQ,Hawke's Bay,5.3
2020-01-31,Billah Street,Waikato,4.28708
2020-01-31,Blenheim Bowling Club,Marlborough,9.34
2020-01-31,Central School,Taranaki,3.79
2020-01-31,Claudelands,Waikato,5.27153
2020-01-31,Geraldine,Canterbury,9.363
2020-01-31,Gisborne Boys' High School,Gisborne,3.918
2020-01-31,Hampstead,Canterbury,12.417
2020-01-31,Kaiapoi,Canterbury,9.108
2020-01-31,Marewa Park,Hawke's Bay,8.0
2020-01-31,Masterton West (Pownall Street),Wellington,8.019
2020-01-31,Mount Maunganui at Totara St,Bay of Plenty,6.338
2020-01-31,Nelson at St Vincent St,Nelson,6.4
2020-01-31,Patumahoe,Auckland,4.6
2020-01-31,Penrose,Auckland,7.4
2020-01-31,Plunket AQ,Tasman,6.3
2020-01-31,Queen Street,Auckland,5.5
2020-01-31,Rangiora,Canterbury,10.646
2020-01-31,Reefton AQ at School Pool,West Coast,3.59
2020-01-31,Rotorua at Edmund Rd,Bay of Plenty,3.766
2020-01-31,St Albans,Canterbury,10.342
2020-01-31,St Johns,Hawke's Bay,4.7
2020-01-31,Takapuna,Auckland,5.1
2020-01-31,Waimate Kennedy,Canterbury,9.138
2020-01-31,Wainuiomata (Moohan Street),Wellington,9.892
2020-01-31,Waitomo District Council,Waikato,4.11319
2020-01-31,Washdyke Alpine,Canterbury,11.996
2020-01-31,Wellington Central (Willis Street),Wellington,10.149
2020-01-31,Whangārei Air Shed at Robert Street,Northland,5.41
2020-01-31,Winton at Essex Street,Southland,12.24
2020-01-31,Woolston,Canterbury,10.654
2020-02-01,Anzac Square,Canterbury,9.682
2020-02-01,Awatoto AQ,Hawke's Bay,11.1
2020-02-01,Billah Street,Waikato,15.49868
2020-02-01,Blenheim Bowling Club,Marlborough,11.7
2020-02-01,Central School,Taranaki,12.17
2020-02-01,Claudelands,Waikato,16.26042
2020-02-01,Geraldine,Canterbury,10.263
2020-02-01,Hampstead,Canterbury,11.75
2020-02-01,Kaiapoi,Canterbury,9.129
2020-02-01,Marewa Park,Hawke's Bay,15.2
2020-02-01,Masterton West (Pownall Street),Wellington,12.088
2020-02-01,Mount Maunganui at Totara St,Bay of Plenty,16.806
2020-02-01,Nelson at St Vincent St,Nelson,9.9
2020-02-01,Penrose,Auckland,12.8
2020-02-01,Plunket AQ,Tasman,9.3
2020-02-01,Queen Street,Auckland,13.0
2020-02-01,Rangiora,Canterbury,10.129
2020-02-01,Reefton AQ at School Pool,West Coast,6.55
2020-02-01,Rotorua at Edmund Rd,Bay of Plenty,11.616
2020-02-01,St Albans,Canterbury,11.888
2020-02-01,St Johns,Hawke's Bay,9.1
2020-02-01,Takapuna,Auckland,11.9
2020-02-01,Waimate Kennedy,Canterbury,9.288
2020-02-01,Wainuiomata (Moohan Street),Wellington,14.75
2020-02-01,Waitomo District Council,Waikato,14.83264
2020-02-01,Washdyke Alpine,Canterbury,9.5
2020-02-01,Wellington Central (Willis Street),Wellington,18.42
2020-02-01,Whangārei Air Shed at Robert Street,Northland,6.15
2020-02-01,Woolston,Canterbury,11.767
2020-02-02,Awatoto AQ,Hawke's Bay,7.4
2020-02-02,Billah Street,Waikato,9.36486
2020-02-02,Blenheim Bowling Club,Marlborough,6.83
2020-02-02,Central School,Taranaki,4.17
2020-02-02,Claudelands,Waikato,6.54514
2020-02-02,Geraldine,Canterbury,5.539
